pot_id,plant_id,species,variety_accession,source,substrate,pot_type_size,life_stage,orga_level,temperature,start_germination,date_1st_germination,start_seedlings,start_flowering,Date_death,biomass_harvest_date,Biomass_g,chamber,Position_quadrant,Remarks
SL009S34,SL009S34,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,34,18.03.2025,25.03.2025,31.03.2025,NA,NA,12.05.2025,7.9800000000000004,32036,1,NA
SL010S34,SL010S34,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,34,18.03.2025,25.03.2025,31.03.2025,NA,NA,12.05.2025,6.0300000000000002,32036,6,NA
SL011S34,SL011S34,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,34,18.03.2025,25.03.2025,31.03.2025,NA,NA,12.05.2025,7.9299999999999997,32036,6,NA
SL012S34,SL012S34,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,34,18.03.2025,25.03.2025,31.03.2025,NA,NA,12.05.2025,7.6600000000000001,32036,4,NA
SL013S34,SL013S34,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,34,18.03.2025,25.03.2025,31.03.2025,NA,NA,12.05.2025,7.1500000000000004,32036,2,NA
SL014S34,SL014S34,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,34,18.03.2025,25.03.2025,31.03.2025,NA,NA,12.05.2025,5,32036,3,NA
SL015S34,SL015S34,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,34,18.03.2025,25.03.2025,31.03.2025,30.04.2025,NA,12.05.2025,8.3399999999999999,32036,1,NA
SL016S34,SL016S34,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,34,18.03.2025,25.03.2025,31.03.2025,NA,NA,12.05.2025,5.9500000000000002,32036,2,NA
SL017S34,SL017S34,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,34,18.03.2025,25.03.2025,31.03.2025,NA,NA,12.05.2025,3.6499999999999999,32036,2,NA
SL018S34,SL018S34,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,34,18.03.2025,25.03.2025,01.04.2025,28.04.2025,NA,13.05.2025,12.199999999999999,32036,6,NA
SL019S34,SL019S34,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,34,18.03.2025,25.03.2025,01.04.2025,NA,NA,13.05.2025,8.5700000000000003,32036,3,NA
SL020S34,SL020S34,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,34,18.03.2025,25.03.2025,01.04.2025,NA,NA,13.05.2025,8.0299999999999994,32036,2,NA
SL021S34,SL021S34,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,34,18.03.2025,25.03.2025,01.04.2025,NA,NA,13.05.2025,7.5499999999999998,32036,2,NA
SL022S34,SL022S34,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,34,18.03.2025,25.03.2025,01.04.2025,28.04.2025,NA,13.05.2025,10.1,32036,1,NA
SL023S34,SL023S34,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,34,18.03.2025,25.03.2025,01.04.2025,NA,NA,13.05.2025,9.8000000000000007,32036,2,NA
SL024S34,SL024S34,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,34,18.03.2025,25.03.2025,01.04.2025,NA,NA,13.05.2025,9.8900000000000006,32036,2,NA
SL025S34,SL025S34,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,34,18.03.2025,25.03.2025,01.04.2025,NA,NA,13.05.2025,10.52,32036,2,NA
SL026S34,SL026S34,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,34,18.03.2025,25.03.2025,01.04.2025,NA,NA,13.05.2025,10.02,32036,6,NA
SL027S34,SL027S34,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,34,18.03.2025,25.03.2025,01.04.2025,NA,NA,13.05.2025,9.7100000000000009,32036,2,NA
SL028S34,SL028S34,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,34,18.03.2025,25.03.2025,01.04.2025,NA,NA,13.05.2025,10.01,32036,2,NA
SL029S34,SL029S34,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,34,18.03.2025,25.03.2025,01.04.2025,NA,NA,13.05.2025,6.8300000000000001,32036,6,NA
SL030S34,SL030S34,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,34,18.03.2025,25.03.2025,01.04.2025,NA,NA,13.05.2025,9.0600000000000005,32036,1,NA
SLP01S34,SLP011S34,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,tray_14_L,seedlings,population,34,28.03.2025,04.04.2025,09.04.2025,05.05.2025,NA,21.05.2025,17.039999999999999,32036,5,NA
SLP01S34,SLP012S34,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,tray_14_L,seedlings,population,34,28.03.2025,04.04.2025,09.04.2025,NA,NA,21.05.2025,12.880000000000001,32036,5,NA
SLP01S34,SLP013S34,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,tray_14_L,seedlings,population,34,28.03.2025,04.04.2025,09.04.2025,07.05.2025,NA,21.05.2025,12.359999999999999,32036,5,NA
SLP01S34,SLP014S34,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,tray_14_L,seedlings,population,34,28.03.2025,04.04.2025,09.04.2025,14.05.2025,NA,21.05.2025,14.25,32036,5,NA
SLP01S34,SLP015S34,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,tray_14_L,seedlings,population,34,28.03.2025,04.04.2025,09.04.2025,05.05.2025,NA,21.05.2025,17.879999999999999,32036,5,NA
SLP01S34,SLP016S34,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,tray_14_L,seedlings,population,34,28.03.2025,04.04.2025,09.04.2025,08.05.2025,NA,21.05.2025,13.43,32036,5,NA
SLP01S34,SLP017S34,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,tray_14_L,seedlings,population,34,28.03.2025,04.04.2025,09.04.2025,NA,NA,21.05.2025,10.279999999999999,32036,5,NA
SLP01S34,SLP018S34,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,tray_14_L,seedlings,population,34,28.03.2025,04.04.2025,09.04.2025,06.05.2025,NA,21.05.2025,12.32,32036,5,NA
SLP01S34,SLP019S34,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,tray_14_L,seedlings,population,34,28.03.2025,04.04.2025,09.04.2025,NA,NA,21.05.2025,17.91,32036,5,NA
SL001S38,SL001S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,38,18.03.2025,25.03.2025,31.03.2025,NA,NA,12.05.2025,7.8099999999999996,32039,5,NA
SL002S38,SL002S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,38,18.03.2025,25.03.2025,31.03.2025,NA,NA,12.05.2025,3.21,32039,3,NA
SL003S38,SL003S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,38,18.03.2025,25.03.2025,31.03.2025,NA,NA,12.05.2025,4.6399999999999997,32039,6,NA
SL004S38,SL004S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,38,18.03.2025,25.03.2025,31.03.2025,NA,NA,12.05.2025,4.8499999999999996,32039,5,NA
SL005S38,SL005S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,38,18.03.2025,25.03.2025,31.03.2025,02.05.2025,NA,12.05.2025,8.2100000000000009,32039,3,NA
SL006S38,SL006S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,38,18.03.2025,25.03.2025,31.03.2025,NA,NA,12.05.2025,6.71,32039,5,NA
SL007S38,SL007S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,38,18.03.2025,25.03.2025,31.03.2025,NA,NA,12.05.2025,4.5599999999999996,32039,3,NA
SL008S38,SL008S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,38,18.03.2025,25.03.2025,31.03.2025,NA,NA,12.05.2025,5.0999999999999996,32039,5,NA
SL009S38,SL009S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,38,18.03.2025,25.03.2025,31.03.2025,NA,NA,12.05.2025,5.6299999999999999,32039,3,NA
SL010S38,SL010S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,38,18.03.2025,25.03.2025,31.03.2025,NA,NA,12.05.2025,6.8300000000000001,32039,1,NA
SL011S38,SL011S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,38,18.03.2025,25.03.2025,31.03.2025,NA,NA,12.05.2025,4.8600000000000003,32039,5,NA
SL012S38,SL012S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,38,18.03.2025,25.03.2025,31.03.2025,NA,NA,12.05.2025,4.3099999999999996,32039,1,NA
SL013S38,SL013S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,38,18.03.2025,25.03.2025,31.03.2025,NA,NA,12.05.2025,5.4199999999999999,32039,5,NA
SL014S38,SL014S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,38,18.03.2025,25.03.2025,31.03.2025,NA,NA,12.05.2025,5.4000000000000004,32039,5,NA
SL015S38,SL015S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,38,18.03.2025,25.03.2025,31.03.2025,NA,NA,12.05.2025,6.0300000000000002,32039,5,NA
SL016S38,SL016S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,38,18.03.2025,25.03.2025,31.03.2025,NA,NA,12.05.2025,4.9000000000000004,32039,5,NA
SL017S38,SL017S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,38,18.03.2025,25.03.2025,31.03.2025,NA,NA,12.05.2025,4.8700000000000001,32039,3,NA
SL018S38,SL018S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,38,18.03.2025,25.03.2025,01.04.2025,NA,NA,13.05.2025,8.2599999999999998,32039,2,NA
SL019S38,SL019S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,38,18.03.2025,25.03.2025,01.04.2025,NA,NA,13.05.2025,8.4399999999999995,32039,2,NA
SL020S38,SL020S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,38,18.03.2025,25.03.2025,01.04.2025,NA,NA,13.05.2025,7.21,32039,2,NA
SL021S38,SL021S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,38,18.03.2025,25.03.2025,01.04.2025,NA,NA,13.05.2025,6.8399999999999999,32039,2,NA
SL022S38,SL022S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,38,18.03.2025,25.03.2025,01.04.2025,NA,NA,13.05.2025,8.7799999999999994,32039,5,NA
SL023S38,SL023S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,38,18.03.2025,25.03.2025,01.04.2025,NA,NA,13.05.2025,8.4600000000000009,32039,5,NA
SL024S38,SL024S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,38,18.03.2025,25.03.2025,01.04.2025,NA,NA,13.05.2025,8.4199999999999999,32039,6,NA
SL025S38,SL025S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,38,18.03.2025,25.03.2025,01.04.2025,NA,NA,13.05.2025,8.3800000000000008,32039,5,NA
SL026S38,SL026S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,38,18.03.2025,25.03.2025,01.04.2025,NA,NA,13.05.2025,8.1600000000000001,32039,5,NA
SL027S38,SL027S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,38,18.03.2025,25.03.2025,01.04.2025,NA,NA,13.05.2025,6.9500000000000002,32039,5,NA
SL028S38,SL028S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,38,18.03.2025,25.03.2025,01.04.2025,NA,NA,13.05.2025,7.5800000000000001,32039,4,NA
SL029S38,SL029S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,38,18.03.2025,25.03.2025,01.04.2025,NA,NA,13.05.2025,8.1099999999999994,32039,1,NA
SL030S38,SL030S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,square_13cm,seedlings,individual,38,18.03.2025,25.03.2025,01.04.2025,NA,NA,13.05.2025,6.96,32039,1,NA
SLP01S38,SLP011S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,tray_14_L,seedlings,population,38,28.03.2025,04.04.2025,09.04.2025,NA,NA,21.05.2025,10.43,32039,4,NA
SLP01S38,SLP012S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,tray_14_L,seedlings,population,38,28.03.2025,04.04.2025,09.04.2025,NA,NA,21.05.2025,10.07,32039,4,NA
SLP01S38,SLP013S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,tray_14_L,seedlings,population,38,28.03.2025,04.04.2025,09.04.2025,08.05.2025,NA,21.05.2025,11.83,32039,4,NA
SLP01S38,SLP014S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,tray_14_L,seedlings,population,38,28.03.2025,04.04.2025,09.04.2025,NA,NA,21.05.2025,11.800000000000001,32039,4,NA
SLP01S38,SLP015S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,tray_14_L,seedlings,population,38,28.03.2025,04.04.2025,09.04.2025,NA,NA,21.05.2025,14.460000000000001,32039,4,NA
SLP01S38,SLP016S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,tray_14_L,seedlings,population,38,28.03.2025,04.04.2025,09.04.2025,NA,NA,21.05.2025,10.369999999999999,32039,4,NA
SLP01S38,SLP017S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,tray_14_L,seedlings,population,38,28.03.2025,04.04.2025,09.04.2025,12.05.2025,NA,21.05.2025,12.859999999999999,32039,4,NA
SLP01S38,SLP018S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,tray_14_L,seedlings,population,38,28.03.2025,04.04.2025,09.04.2025,NA,NA,21.05.2025,7.9400000000000004,32039,4,NA
SLP01S38,SLP019S38,Solanum_lycopersicum,Moneymaker,Rosa_Lozano_Duran,3_3_Substrat5,tray_14_L,seedlings,population,38,28.03.2025,04.04.2025,09.04.2025,NA,NA,21.05.2025,5.9800000000000004,32039,4,NA
TA002S22,TA002S22,Thlaspi_arvense,163,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,22,18.03.2025,24.03.2025,31.03.2025,21.04.2025,NA,12.05.2025,1.6200000000000001,31024,3,In chamber 32026 until 01.04.2025
TA003S22,TA003S22,Thlaspi_arvense,163,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,22,18.03.2025,24.03.2025,31.03.2025,22.04.2025,NA,12.05.2025,0.95999999999999996,31024,2,In chamber 32026 until 01.04.2025
TA004S22,TA004S22,Thlaspi_arvense,163,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,22,18.03.2025,24.03.2025,31.03.2025,21.04.2025,NA,12.05.2025,1.5800000000000001,31024,3,In chamber 32026 until 01.04.2025
TA005S22,TA005S22,Thlaspi_arvense,163,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,22,18.03.2025,24.03.2025,31.03.2025,23.04.2025,NA,12.05.2025,1.1699999999999999,31024,5,In chamber 32026 until 01.04.2025
TA006S22,TA006S22,Thlaspi_arvense,163,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,22,18.03.2025,24.03.2025,31.03.2025,21.04.2025,NA,12.05.2025,1.3500000000000001,31024,3,In chamber 32026 until 01.04.2025
TA007S22,TA007S22,Thlaspi_arvense,163,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,22,18.03.2025,24.03.2025,31.03.2025,23.04.2025,NA,12.05.2025,1.3,31024,1,In chamber 32026 until 01.04.2025
TA008S22,TA008S22,Thlaspi_arvense,163,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,22,18.03.2025,24.03.2025,31.03.2025,22.04.2025,NA,12.05.2025,1.22,31024,2,In chamber 32026 until 01.04.2025
TA009S22,TA009S22,Thlaspi_arvense,163,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,22,18.03.2025,24.03.2025,31.03.2025,22.04.2025,NA,12.05.2025,1.3300000000000001,31024,6,In chamber 32026 until 01.04.2025
TA010S22,TA010S22,Thlaspi_arvense,163,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,22,18.03.2025,24.03.2025,04.04.2025,30.04.2025,NA,16.05.2025,4.3600000000000003,31024,1,NA
TA012S22,TA012S22,Thlaspi_arvense,163,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,22,28.03.2025,02.04.2025,04.04.2025,29.04.2025,NA,16.05.2025,1.45,31024,4,NA
TA013S22,TA013S22,Thlaspi_arvense,163,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,22,28.03.2025,02.04.2025,08.04.2025,29.04.2025,NA,20.05.2025,1.3899999999999999,31024,1,NA
TA014S22,TA014S22,Thlaspi_arvense,163,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,22,28.03.2025,02.04.2025,08.04.2025,29.04.2025,NA,20.05.2025,0.64000000000000001,31024,6,NA
TA015S22,TA015S22,Thlaspi_arvense,163,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,22,28.03.2025,02.04.2025,08.04.2025,28.04.2025,NA,20.05.2025,1.46,31024,1,NA
TA016S22,TA016S22,Thlaspi_arvense,163,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,22,28.03.2025,02.04.2025,08.04.2025,29.04.2025,NA,20.05.2025,1.6299999999999999,31024,4,NA
TA017S22,TA017S22,Thlaspi_arvense,163,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,22,28.03.2025,02.04.2025,08.04.2025,28.04.2025,NA,20.05.2025,0.72999999999999998,31024,1,NA
TA018S22,TA018S22,Thlaspi_arvense,163,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,22,28.03.2025,02.04.2025,08.04.2025,28.04.2025,NA,20.05.2025,0.85999999999999999,31024,4,NA
TA019S22,TA019S22,Thlaspi_arvense,163,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,22,28.03.2025,02.04.2025,08.04.2025,29.04.2025,NA,20.05.2025,3.9300000000000002,31024,4,NA
TA020S22,TA020S22,Thlaspi_arvense,163,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,22,28.03.2025,02.04.2025,08.04.2025,29.04.2025,NA,20.05.2025,2.9399999999999999,31024,6,NA
TA021S22,TA021S22,Thlaspi_arvense,163,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,22,28.03.2025,02.04.2025,08.04.2025,29.04.2025,NA,20.05.2025,3.46,31024,4,NA
TA022S22,TA022S22,Thlaspi_arvense,163,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,22,28.03.2025,02.04.2025,08.04.2025,29.04.2025,NA,20.05.2025,2.8599999999999999,31024,1,NA
TA027S22,TA027S22,Thlaspi_arvense,163,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,22,28.03.2025,02.04.2025,11.04.2025,28.04.2025,NA,23.05.2025,1.02,31024,1,NA
TA028S22,TA028S22,Thlaspi_arvense,163,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,22,28.03.2025,02.04.2025,11.04.2025,04.05.2025,NA,23.05.2025,3.29,31024,1,NA
TA029S22,TA029S22,Thlaspi_arvense,163,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,22,28.03.2025,02.04.2025,11.04.2025,28.04.2025,NA,23.05.2025,3.0800000000000001,31024,1,NA
TA030S22,TA030S22,Thlaspi_arvense,163,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,22,28.03.2025,02.04.2025,11.04.2025,29.04.2025,NA,23.05.2025,0.93000000000000005,31024,1,NA
TA001S22,TA001S22,Thlaspi_arvense,166,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,22,18.03.2025,24.03.2025,31.03.2025,23.04.2025,NA,12.05.2025,0.79000000000000004,31024,3,In chamber 32026 until 01.04.2025
TA011S22,TA011S22,Thlaspi_arvense,339,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,22,28.03.2025,02.04.2025,04.04.2025,NA,NA,16.05.2025,4.9199999999999999,31024,3,NA
TA025S22,TA025S22,Thlaspi_arvense,339,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,22,28.03.2025,02.04.2025,08.04.2025,NA,NA,20.05.2025,2.4900000000000002,31024,6,NA
TA026S22,TA026S22,Thlaspi_arvense,339,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,22,28.03.2025,02.04.2025,08.04.2025,NA,NA,20.05.2025,2.3199999999999998,31024,2,NA
TAP01S22,TAP011S22,Thlaspi_arvense,339,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,tray_10_L,seedlings,population,22,04.04.2025,08.04.2025,13.04.2025,NA,NA,25.05.2025,3.1200000000000001,31024,5,NA
TAP01S22,TAP012S22,Thlaspi_arvense,339,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,tray_10_L,seedlings,population,22,04.04.2025,08.04.2025,13.04.2025,NA,NA,25.05.2025,3.6299999999999999,31024,5,NA
TAP01S22,TAP013S22,Thlaspi_arvense,339,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,tray_10_L,seedlings,population,22,04.04.2025,08.04.2025,13.04.2025,NA,NA,25.05.2025,3.0299999999999998,31024,5,NA
TAP01S22,TAP014S22,Thlaspi_arvense,339,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,tray_10_L,seedlings,population,22,04.04.2025,08.04.2025,13.04.2025,NA,NA,25.05.2025,4.7699999999999996,31024,5,NA
TAP01S22,TAP015S22,Thlaspi_arvense,339,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,tray_10_L,seedlings,population,22,04.04.2025,08.04.2025,13.04.2025,NA,NA,25.05.2025,2.9100000000000001,31024,5,NA
TAP01S22,TAP016S22,Thlaspi_arvense,339,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,tray_10_L,seedlings,population,22,04.04.2025,08.04.2025,13.04.2025,NA,NA,25.05.2025,3.5600000000000001,31024,5,NA
TAP01S22,TAP017S22,Thlaspi_arvense,339,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,tray_10_L,seedlings,population,22,04.04.2025,08.04.2025,13.04.2025,NA,NA,25.05.2025,3.4900000000000002,31024,5,NA
TAP01S22,TAP018S22,Thlaspi_arvense,339,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,tray_10_L,seedlings,population,22,04.04.2025,08.04.2025,13.04.2025,NA,NA,25.05.2025,4.1699999999999999,31024,5,NA
TAP01S22,TAP019S22,Thlaspi_arvense,339,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,tray_10_L,seedlings,population,22,04.04.2025,08.04.2025,13.04.2025,NA,NA,25.05.2025,3.6800000000000002,31024,5,NA
TA023S22,TA023S22,Thlaspi_arvense,421,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,22,28.03.2025,03.04.2025,08.04.2025,NA,NA,20.05.2025,2.0299999999999998,31024,1,NA
TA024S22,TA024S22,Thlaspi_arvense,421,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,22,28.03.2025,03.04.2025,08.04.2025,NA,NA,20.05.2025,2.6200000000000001,31024,2,NA
TA001S26,TA001S26,Thlaspi_arvense,163,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,26,18.03.2025,24.03.2025,31.03.2025,19.04.2025,NA,12.05.2025,0.63,32026,6,In chamber 31024 until 01.04.2025
TA002S26,TA002S26,Thlaspi_arvense,163,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,26,18.03.2025,24.03.2025,31.03.2025,20.04.2025,NA,12.05.2025,1.1299999999999999,32026,6,In chamber 31024 until 01.04.2025
TA003S26,TA003S26,Thlaspi_arvense,163,Oliver_Bossdorf,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,26,18.03.2025,24.03.2025,31.03.2025,20.04.2025,NA,12.05.2025,0.56000000000000005,32026,3,In chamber 31024 until 01.04.2025
